"s","t","mu_weighted","mu_unweighted","simultaneous_lower","simultaneous_upper","simultaneous_excludes_zero"
59.25,69.25,0.003198042232859,0.0113914676965591,-0.018730612767609,0.025126697233327,0
59.5,69.25,0.00329678389865503,0.0123386916834411,-0.0197667178500089,0.0263602856473189,0
59.75,69.25,0.00337446529123973,0.0130838729341451,-0.0206006740689773,0.0273496046514568,0
60,69.25,0.00343344947672527,0.0136499295345717,-0.0212547912379304,0.0281216901913809,0
60.25,69.25,0.00345818328137446,0.0138971306286174,-0.0215879540387877,0.0285043206015366,0
60.5,69.25,0.00346874850313097,0.014008885689809,-0.0217852647221996,0.0287227617284616,0
60.75,69.25,0.00346767864932105,0.0140095804400727,-0.0218718506497805,0.0288072079484226,0
61,69.25,0.00345752044981466,0.0139237263836251,-0.0218729459960055,0.0287879868956348,0
61.25,69.25,0.00341473066093744,0.0135174149486421,-0.0215401374446395,0.0283695987665144,0
61.5,69.25,0.0033670699641514,0.0130646286988291,-0.0211621619419723,0.0278963018702751,0
61.75,69.25,0.00331610386721808,0.0125803251535243,-0.0207547331481712,0.0273869408826074,0
62,69.25,0.00326339787789906,0.0120794618320668,-0.0203334739391163,0.0268602696949144,0
52,69.5,0.00096655292192128,-0.0266131954924296,-0.0247400699071432,0.0266731757509857,0
52.25,69.5,0.000968915599947008,-0.0268617251941569,-0.024967659711332,0.026905490911226,0
52.5,69.5,0.000971407077009642,-0.0270974032288496,-0.0251815676522412,0.0271243818062605,0
52.75,69.5,0.000974107958697167,-0.0273102383570365,-0.0253700703641013,0.0273182862814956,0
53,69.5,0.000977098850597566,-0.0274902393392457,-0.0255214076143198,0.027475605315515,0
53.25,69.5,0.000986462876505916,-0.0274582382632789,-0.0253469440850719,0.0273198698380837,0
53.5,69.5,0.000996324634658636,-0.0273639064294864,-0.0251033724156787,0.0270960216849959,0
53.75,69.5,0.00100683931054088,-0.0271884015728867,-0.0247684199266284,0.0267820985477102,0
54,69.5,0.00101815908865004,-0.0269130983965095,-0.0243201529080995,0.0263564710853996,0
54.25,69.5,0.00103668856814203,-0.0260498045810068,-0.0231940904264829,0.025267467562767,0
54.5,69.5,0.00105628582162413,-0.0250528818301787,-0.0219161542529435,0.0240287258961918,0
54.75,69.5,0.00107710213732637,-0.0239052023178458,-0.0204669214940502,0.0226211257687029,0
55,69.5,0.00109926108546039,-0.0225927341361083,-0.0188307905747721,0.0210293127456929,0
55.25,69.5,0.0011230834724731,-0.0210983216705048,-0.016990944767097,0.0192371117120432,0
55.5,69.5,0.00114839618760523,-0.0194214360429497,-0.0149491884430755,0.017245980818286,0
55.75,69.5,0.00117512430356036,-0.0175659388539339,-0.0127201201749842,0.0150703687821049,0
56,69.5,0.00120306395343738,-0.0155496111317292,-0.0103458349582589,0.0127519628651337,0
56.25,69.5,0.00123194760417466,-0.0134008117252535,-0.00790663462825832,0.0103705298366076,0
56.5,69.5,0.00126149536647137,-0.0111505576952566,-0.00555829477877393,0.00808128551171667,0
56.75,69.5,0.00129141988062391,-0.00883172824734718,-0.00368063608747471,0.00626347584872252,0
57,69.5,0.00132138131104017,-0.00648118232182322,-0.00311642065988272,0.00575918328196306,0
57.25,69.5,0.00135096604059566,-0.00414035277146886,-0.00429959508999522,0.00700152717118654,0
57.5,69.5,0.00137976631189469,-0.00185000719699458,-0.00641436698638474,0.00917389961017411,0
57.75,69.5,0.00140739850415337,0.000351700000778805,-0.00880864542170166,0.0116234424300084,0
58,69.5,0.00143348375698509,0.00242858615210105,-0.0112165144955762,0.0140834820095463,0
58.25,69.5,0.00145763423707086,0.00434543055777754,-0.0135132170817498,0.0164284855558915,0
58.5,69.5,0.00147948691379223,0.0060690836118402,-0.015622998259182,0.0185819720867664,0
58.75,69.5,0.00149875270171392,0.00757772684819321,-0.0175003161603733,0.0204978215638012,0
59,69.5,0.00151529114454287,0.00886481395798385,-0.0191254362778032,0.0221560185668889,0
59.25,69.5,0.00152910196460277,0.00993447966935502,-0.0204970595920102,0.0235552635212157,0
59.5,69.5,0.00154032229558382,0.0108014261106786,-0.0216271292580548,0.0247077738492224,0
59.75,69.5,0.0015491502396528,0.0114834526842544,-0.022534864385386,0.0256331648646916,0
60,69.5,0.00155583925165172,0.012001541514549,-0.0232447639558092,0.0263564424591127,0
60.25,69.5,0.00155804961884322,0.0122280453355057,-0.0236006819893351,0.0267167812270216,0
60.5,69.5,0.00155862140774849,0.0123305942616343,-0.0238068993854879,0.0269241422009849,0
60.75,69.5,0.00155783755836587,0.0123315094044437,-0.0238909234548162,0.0270065985715479,0
61,69.5,0.00155598257733489,0.012253226970604,-0.0238803897735706,0.0269923549282404,0
61.25,69.5,0.00155086827143983,0.0118814568138975,-0.0235012261340192,0.0266029626768989,0
61.5,69.5,0.00154518526424694,0.0114671570097541,-0.0230719311757569,0.0261623017042508,0
61.75,69.5,0.00153911509510245,0.0110240158854755,-0.0226097754771371,0.025688005667342,0
62,69.5,0.00153283930335262,0.0105657217683635,-0.0221319389836919,0.0251976175903971,0
52,69.75,0.00273320214036934,-0.0248894614343259,-0.023341237125311,0.0288076414060496,0
52.25,69.75,0.00275480967422653,-0.0251196567877747,-0.0235533715430138,0.0290629908914669,0
52.5,69.75,0.00277544738388353,-0.0253380328156061,-0.0237527708216443,0.0293036655894114,0
52.75,69.75,0.00279434982411791,-0.0255353942935486,-0.0239284567901757,0.0295171564384116,0
53,69.75,0.00281075154970721,-0.0257025459973304,-0.0240694102439327,0.0296909133433471,0
53.25,69.75,0.0028136521461078,-0.0256761515235015,-0.0238994267106027,0.0295267310028183,0
53.5,69.75,0.00281177446630131,-0.0255923905434395,-0.0236649213719174,0.02928847030452,0
53.75,69.75,0.0028036768386088,-0.0254339230455046,-0.0233450367903855,0.0289523904676031,0
54,69.75,0.00278793347856372,-0.0251836082800966,-0.0229192405918077,0.0284951075489351,0
54.25,69.75,0.00272859266881131,-0.0243929767581361,-0.0218545404497791,0.0273117257874017,0
54.5,69.75,0.002659008276603,-0.0234793592379809,-0.0206484209635943,0.0259664375168003,0
54.75,69.75,0.00257787581536104,-0.0224269968903244,-0.0192828686213297,0.0244386202520517,0
55,69.75,0.00248412637058968,-0.0212229792279386,-0.0177434457359794,0.0227116984771587,0
55.25,69.75,0.00237655283469039,-0.0198515786828772,-0.0160148522379058,0.0207679579072866,0
55.5,69.75,0.00225501043021962,-0.0183122489639403,-0.0140990403318642,0.0186090611923035,0
55.75,69.75,0.00211976927155739,-0.0166085293171542,-0.0120106319839044,0.0162501705270192,0
56,69.75,0.00197215608088304,-0.0147567638498203,-0.00979085668248449,0.0137351688442506,0
56.25,69.75,0.00181432070279208,-0.0127830390166715,-0.00751853609996265,0.0111471775055468,0
56.5,69.75,0.00164862197431798,-0.0107158907524876,-0.00534724875355767,0.00864449270219364,0
56.75,69.75,0.00147756583379086,-0.00858557131297731,-0.00364881520845748,0.00660394687603921,0
57,69.75,0.00130395114108806,-0.00642598877956033,-0.00324369363270791,0.00585159591488403,0
57.25,69.75,0.00113090549309864,-0.00427524835478342,-0.00458338066907794,0.00684519165527521,0
57.5,69.75,0.000961505810274303,-0.00217084315604617,-0.00688103283134225,0.00880404445189086,0
57.75,69.75,0.000798630606798176,-0.000147862323325761,-0.00946891769978592,0.0110661789133823,0
58,69.75,0.000645000787428742,0.00176042338628376,-0.0120670927570605,0.013357094331918,0
58.25,69.75,0.000503253722996337,0.00352163416267038,-0.0145429392297273,0.01554944667572,0
58.5,69.75,0.000375872871927031,0.00510529356492777,-0.0168155956287225,0.0175673413725765,0
58.75,69.75,0.000264463326788836,0.00649135939032911,-0.0188363839673797,0.0193653106209574,0
59,69.75,0.000169475096030343,0.00767383630677853,-0.0205843076325958,0.0209232578246565,0
59.25,69.75,9.05716412579918e-05,0.00865654091523116,-0.0220581636538431,0.0222393069363591,0
59.5,69.75,2.66374954622968e-05,0.00945299778776102,-0.0232710863719159,0.0233243613628405,0
59.75,69.75,-2.36589467338191e-05,0.0100795699269277,-0.0242438922288652,0.0241965743353975,0
60,69.75,-6.18756814638761e-05,0.010555539523024,-0.0250030140290433,0.0248792626661155,0
60.25,69.75,-7.90033787884548e-05,0.0107638688985722,-0.0253790466966742,0.0252210399390973,0
60.5,69.75,-8.70100202109781e-05,0.0108583334063175,-0.025593199821291,0.0254191797808691,0
60.75,69.75,-8.75452025065476e-05,0.0108594412725406,-0.0256750910789501,0.025500000673937,0
61,69.75,-8.22669650178674e-05,0.0107878064346769,-0.0256544856679983,0.0254899517379626,0
61.25,69.75,-5.50282038547898e-05,0.0104463657485651,-0.0252346584841567,0.0251246020764472,0
61.5,69.75,-2.46637731610144e-05,0.010065859542835,-0.0247603408720567,0.0247110133257346,0
61.75,69.75,7.81943727950324e-06,0.00965886170554619,-0.0242501791034643,0.0242658179780233,0
62,69.75,4.14145376827883e-05,0.0092379461247586,-0.0237227285556502,0.0238055576310158,0
52,70,0.0041177159534351,-0.0234767090399746,-0.0222966608485137,0.0305320927553839,0
52.25,70,0.00415445000150747,-0.0236918874503225,-0.0224955631176132,0.0308044631206282,0
52.5,70,0.00418934926997644,-0.0238960917653244,-0.0226824952891951,0.031061193829148,0
52.75,70,0.00422098231171216,-0.0240807785215825,-0.0228470575650378,0.0312890221884621,0
53,70,0.00424791767958469,-0.0242374042556986,-0.0229788049839529,0.0314746403431222,0
53.25,70,0.0042456827496319,-0.0242155896035074,-0.0228101567596743,0.0313015222589381,0
53.5,70,0.0042345163543585,-0.0241404730782405,-0.0225806153377206,0.0310496480464376,0
53.75,70,0.00421171977707884,-0.0239959446786509,-0.0222704173849888,0.0306938569391465,0
54,70,0.00417462506343872,-0.0237660791697228,-0.0218601138600077,0.0302093639868851,0
54.25,70,0.00405392518171128,-0.0230349283877984,-0.0208413268424744,0.0289491772058969,0
54.5,70,0.00391407759574046,-0.0221895058378571,-0.0196893266814112,0.0275174818728922,0
54.75,70,0.00375263178050912,-0.0212151735816027,-0.018387179097768,0.0258924426587862,0
55,70,0.00356758005648351,-0.0200999393157525,-0.0169213370784468,0.0240564971914138,0
55.25,70,0.00335651160570854,-0.0188292445121623,-0.0152777020439717,0.0219907252553888,0
55.5,70,0.00311930488136018,-0.0174025288315154,-0.0134583030218129,0.0196969127845332,0
55.75,70,0.00285650183958918,-0.015823067634304,-0.0114777884008689,0.0171907920800472,0
56,70,0.00257063438121629,-0.0141060285778099,-0.00937675567061632,0.0145180244330489,0
56.25,70,0.00226575548645528,-0.0122756375728798,-0.00723299412351186,0.0117645050964224,0
56.5,70,0.00194630132370723,-0.0103583990943856,-0.00519871074868791,0.00909131339610236,0
56.75,70,0.00161697680034524,-0.00838241453157794,-0.0036405010839396,0.00687445468463008,0
57,70,0.00128305174480249,-0.00637917591345285,-0.00336285558445879,0.00592895907406376,0
57.25,70,0.00095044177343499,-0.00438406392465399,-0.00482846544183587,0.00672934898870585,0
57.5,70,0.000624967318937379,-0.00243189069608208,-0.00727268305374804,0.0085226176916228,0
57.75,70,0.000312075208462786,-0.000555235684663105,-0.0100161127139809,0.0106402631309065,0
58,70,1.69269022501208e-05,0.00121501446406013,-0.0127674926875439,0.0128013464920441,0
58.25,70,-0.000255458279539283,0.00284880587913243,-0.0153877322155245,0.0148768156564459,0
58.5,70,-0.00050035565401367,0.00431785073937995,-0.017791754948073,0.0167910436400457,0
58.75,70,-0.000714668461637269,0.0056035610765267,-0.019928292112232,0.0184989551889575,0
59,70,-0.000897481428592949,0.0067003925834561,-0.0217752868238203,0.0199803239666345,0
59.25,70,-0.00104939561824707,0.00761190134542083,-0.0233315848608863,0.0212327936243922,0
59.5,70,-0.00117251262791997,0.0083506477974819,-0.0246112613265769,0.0222662360707369,0
59.75,70,-0.00126936851679402,0.00893181891197219,-0.0256364205512859,0.0230976835176978,0
60,70,-0.00134294767522351,0.00937330510741369,-0.026435065080977,0.02374916973053,0
60.25,70,-0.00137530008617443,0.00956675407299043,-0.0268272208102339,0.024076620637885,0
60.5,70,-0.00139005823835591,0.00965459892359261,-0.0270476565678139,0.0242675400911021,0
60.75,70,-0.0013903935378069,0.0096558636537834,-0.0271277059934248,0.0243469189178111,0
61,70,-0.00137949371560779,0.00958967028660334,-0.027098866267716,0.0243398788365004,0
61.25,70,-0.00132677592268452,0.00927306025059217,-0.0266462406332211,0.023992688787852,0
61.5,70,-0.00126802311319837,0.00892022078528049,-0.0261356103672487,0.0235995641408519,0
61.75,70,-0.00120517806688752,0.00854281338273494,-0.0255867345623336,0.0231763784285586,0
62,70,-0.00114018356349018,0.00815249953502237,-0.0250192811264345,0.0227389139994541,0
52,70.25,0.0050422197654543,-0.0224411305576844,-0.021642924112473,0.0317273636433816,0
52.25,70.25,0.00508911830370485,-0.0226453141611845,-0.0218316359133608,0.0320098725207705,0
52.5,70.25,0.00513359878797152,-0.0228391420850002,-0.0220089128414463,0.0322761104173893,0
52.75,70.25,0.00517378080367755,-0.0230145477594486,-0.0221647365936983,0.0325122982010534,0
53,70.25,0.00520778393624615,-0.0231634646148464,-0.0222890404987401,0.0327046083712324,0
53.25,70.25,0.00520201896641367,-0.0231449866286345,-0.0221185217493338,0.0325225596821612,0
53.5,70.25,0.00518452280777709,-0.0230761808713035,-0.0218895817791645,0.0322586273947187,0
53.75,70.25,0.0051517493165235,-0.0229418373357312,-0.0215831856414348,0.0318866842744819,0
54,70.25,0.00510019314818412,-0.0227269201764137,-0.0211806077284407,0.0313809940248089,0
54.25,70.25,0.00493804324184409,-0.0220392732001535,-0.0201905588370949,0.0300666453207831,0
54.5,70.25,0.00475074323166468,-0.0212437306781601,-0.0190727928096417,0.0285742792729711,0
54.75,70.25,0.00453506992336915,-0.020326474807862,-0.0178110811726469,0.0268812210193852,0
55,70.25,0.00428838271649678,-0.0192761851051856,-0.0163924643579663,0.0249692297909598,0
55.25,70.25,0.00400745798046014,-0.0180791581406393,-0.0148036910404433,0.0228186070013636,0
55.5,70.25,0.00369219115454463,-0.0167348235762328,-0.013046810300947,0.0204311926100362,0
55.75,70.25,0.00334330777697349,-0.0152462637564804,-0.0111365220453402,0.0178231375992872,0
56,70.25,0.00296415263922862,-0.0136277856251585,-0.00911308519005462,0.0150413904685119,0
56.25,70.25,0.00256006195930561,-0.0119022537935768,-0.00705381225436253,0.0121739361729737,0
56.5,70.25,0.00213687250487477,-0.0100946863633774,-0.00511061612668944,0.00938436113643899,0
56.75,70.25,0.00170077172492506,-0.00823161096881984,-0.0036483917278173,0.00704993517766743,0
57,70.25,0.00125869550297919,-0.00634275187941496,-0.00346323794639076,0.00598062895234913,0
57.25,70.25,0.000818439517575679,-0.00446149637428467,-0.00502072007474872,0.00665759910990008,0
57.5,70.25,0.000387674256549187,-0.00262069502997664,-0.00756833410426875,0.00834368261736712,0
57.75,70.25,-2.64215265597795e-05,-0.000851091087043813,-0.0104203494765389,0.0103675064234194,0
58,70.25,-0.000417040486117161,0.000818173127005704,-0.0132784061907274,0.0124443252184931,0
58.25,70.25,-0.000777556799264936,0.00235874546803797,-0.0159991000596043,0.0144439864610744,0
58.5,70.25,-0.00110173420683209,0.00374393937780993,-0.0184944606750522,0.016290992261388,0
58.75,70.25,-0.00138546953664537,0.00495623077333511,-0.0207114211843633,0.0179404821110726,0
59,70.25,-0.00162753321354454,0.00599040522415343,-0.022627176825336,0.0193721103982469,0
59.25,70.25,-0.0018287043719555,0.00684982814290552,-0.024240594592914,0.0205831858490031,0
59.5,70.25,-0.00199174952112749,0.00754635453445437,-0.0255663894349594,0.0215828903927044,0
59.75,70.25,-0.00212001707807868,0.00809431095544471,-0.026627565803389,0.0223875316472316,0
60,70.25,-0.00221745362802915,0.00851056959743019,-0.0274532300171181,0.0230183227610598,0
60.25,70.25,-0.00226007223702965,0.0086931311659032,-0.0278564068769479,0.0233362624028886,0
60.5,70.25,-0.00227937983035047,0.00877613200662371,-0.0280809886481572,0.0235222289874563,0
60.75,70.25,-0.00227957447004994,0.00877751026373076,-0.0281595132628879,0.0236003643227881,0
61,70.25,-0.00226487586175706,0.00871529648943053,-0.0281246937989771,0.023594942075463,0
61.25,70.25,-0.00219496624964723,0.00841685170821149,-0.0276491793234528,0.0232592468241584,0
61.5,70.25,-0.0021170586760092,0.00808425230967735,-0.0271132122365661,0.0228790948845477,0
61.75,70.25,-0.00203372735735482,0.00772849229773193,-0.0265373252335953,0.0224698705188857,0
62,70.25,-0.00194754651019598,0.00736056567627923,-0.0259419598228297,0.0220468668024378,0
52,70.5,0.00543917000491646,-0.0218407497902997,-0.0214187502373843,0.0322970902472172,0
52.25,70.5,0.00549053865284999,-0.0220385780932601,-0.0216010062424141,0.0325820835481141,0
52.5,70.5,0.00553922935061637,-0.0222264075489179,-0.0217720916280118,0.0328505503292445,0
52.75,70.5,0.00558316186947842,-0.0223964468052931,-0.0219221450978877,0.0330884688368446,0
53,70.5,0.00562025598069893,-0.022540904510405,-0.022041255359355,0.0332817673207528,0
53.25,70.5,0.00561280816200204,-0.0225243309831432,-0.0218654273586506,0.0330910436826547,0
53.5,70.5,0.00559238319306349,-0.0224591460655051,-0.0216323201933077,0.0328170865794347,0
53.75,70.5,0.00555505774140839,-0.0223306591340246,-0.0213232188658202,0.032433334348637,0
54,70.5,0.00549695375625887,-0.0221243476097837,-0.0209197205671122,0.0319136280796299,0
54.25,70.5,0.00531621442209318,-0.0214617800353458,-0.0199395314637752,0.0305719603079615,0
54.5,70.5,0.00510765372651564,-0.0206949966882465,-0.0188339932997261,0.0290493007527574,0
54.75,70.5,0.00486770443581101,-0.0198106530398245,-0.0175871648376805,0.0273225737093025,0
55,70.5,0.00459344413910431,-0.018797816292094,-0.0161863374300739,0.0253732257082825,0
55.25,70.5,0.0042812852219826,-0.0176432760735839,-0.0146187104488096,0.0231812808927748,0
55.5,70.5,0.00393113286116015,-0.0163464566879603,-0.0128863048575611,0.0207485705798814,0
55.75,70.5,0.00354379483596954,-0.0149103291909285,-0.0110039109474903,0.0180915006194294,0
56,70.5,0.00312297845879807,-0.0133487039445883,-0.00901178969896332,0.0152577466165595,0
56.25,70.5,0.00267459153171774,-0.0116836600375871,-0.00698741732184625,0.0123366003852817,0
56.5,70.5,0.00220509452692748,-0.00993935784715458,-0.00508367744188626,0.00949386649574122,0
56.75,70.5,0.00172133497387836,-0.00814141683715418,-0.00366784855530412,0.00711051850306085,0
57,70.5,0.00123099075979102,-0.00631854119305979,-0.00353620381239869,0.00599818533198072,0
57.25,70.5,0.000742695264127444,-0.00450296797417351,-0.00514777232477382,0.00663316285302871,0
57.5,70.5,0.000264943314882084,-0.00272641591754465,-0.00774972998174726,0.00827961661151143,0
57.75,70.5,-0.000194314605259784,-0.00101856875029776,-0.0106560523764909,0.0102674231659714,0
58,70.5,-0.00062753757744015,0.000592437652618335,-0.0135665770739851,0.0123115019191048,0
58.25,70.5,-0.00102738352750698,0.00207923298116835,-0.0163363339925105,0.0142815669374965,0
58.5,70.5,-0.00138694229162175,0.003416054551801,-0.0188761203310467,0.0161022357478032,0
58.75,70.5,-0.00170166140288366,0.00458599199237551,-0.0211320638366759,0.0177287410309086,0
59,70.5,-0.001970170329461,0.00558402104232714,-0.023081013901479,0.019140673242557,0
59.25,70.5,-0.00219332704383187,0.00641339699808265,-0.0247218456184164,0.0203351915307527,0
59.5,70.5,-0.00237419420347892,0.00708556780029296,-0.026069569422013,0.0213211810150552,0
59.75,70.5,-0.00251648243659517,0.00761436358206544,-0.0271476363808692,0.0221146715076789,0
60,70.5,-0.0026245675892823,0.00801606910667092,-0.0279857062698209,0.0227365710912563,0
60.25,70.5,-0.00267175989955749,0.0081923483943776,-0.0283941098803729,0.023050590081258,0
60.5,70.5,-0.00269308909649056,0.00827255313977056,-0.0286205318133975,0.0232343536204164,0
60.75,70.5,-0.00269321142100288,0.00827399507626642,-0.0286981056341988,0.0233116827921931,0
61,70.5,-0.00267680713244622,0.00821407510326454,-0.0286601460509506,0.0233065317860582,0
61.25,70.5,-0.00259922028882096,0.00792610866784624,-0.0281733926693991,0.0229749520917572,0
61.5,70.5,-0.00251275910016303,0.0076051844753858,-0.0276249872584537,0.0225994690581277,0
61.75,70.5,-0.0024202796786072,0.0072619114842317,-0.0270358341383316,0.0221952747811172,0
62,70.5,-0.00232463813628829,0.0069068986527326,-0.026426746908817,0.0217774706362404,0
52,70.75,0.00527784752214806,-0.0217026242018944,-0.0216510055836792,0.0322067006279753,0
52.25,70.75,0.00532765780236365,-0.0218990249507762,-0.0218308649852237,0.032486180589951,0
52.5,70.75,0.00537487266945205,-0.0220855058569471,-0.0219995261373061,0.0327492714762102,0
52.75,70.75,0.00541747590932419,-0.0222543365853948,-0.0221470451537794,0.0329819969724278,0
53,70.75,0.00545345130789095,-0.0223977868011065,-0.0222634283805952,0.0331703309963771,0
53.25,70.75,0.00544627936719898,-0.0223815968147168,-0.0220784392208453,0.0329709979552433,0
53.5,70.75,0.0054265295943725,-0.022317175988855,-0.0218358972017385,0.0326889563904835,0
53.75,70.75,0.00539039940548068,-0.022189948836201,-0.0215169755719335,0.0322977743828949,0
54,70.75,0.00533413009842919,-0.0219855065631147,-0.0211031709538018,0.0317714311506601,0
54.25,70.75,0.0051590119299741,-0.0213284500691364,-0.0201127823357056,0.0304308061956538,0
54.5,70.75,0.0049569284909942,-0.0205679936680078,-0.018996063131294,0.0289099201132824,0
54.75,70.75,0.00472442238906481,-0.0196908977022761,-0.0177369121178248,0.0271857568959545,0
55,70.75,0.00445866119748473,-0.0186863152816162,-0.016322512149015,0.0252398345439845,0
55.25,70.75,0.00415616863830103,-0.0175411445727476,-0.0147400853761573,0.0230524226527594,0
55.5,70.75,0.00381685189677249,-0.0162548094449527,-0.0129915784868992,0.0206252822804442,0
55.75,70.75,0.00344149367009528,-0.0148302564666912,-0.0110919101799759,0.0179748975201664,0
56,70.75,0.00303368687618078,-0.0132811861624112,-0.00908169702212923,0.0151490707744908,0
56.25,70.75,0.00259915731831456,-0.0116295036315573,-0.00703924319350335,0.0122375578301325,0
56.5,70.75,0.00214416650925444,-0.00989917921609664,-0.00511973364951755,0.00940806666802643,0
56.75,70.75,0.0016753511468643,-0.00811563112844831,-0.00369722923255561,0.00704793152628421,0
57,70.75,0.0012001526298357,-0.00630733757743482,-0.00357751420903042,0.00597781946870183,0
57.25,70.75,0.000726938256750777,-0.0045062809507227,-0.00520350762161153,0.00665738413511308,0
57.5,70.75,0.000263941040879273,-0.00274392938662999,-0.00780855107905805,0.0083364331608166,0
57.75,70.75,-0.000181133583080591,-0.00104973203557974,-0.0107122806757003,0.0103500135095391,0
58,70.75,-0.000600977197946968,0.000548397992997172,-0.0136183157717716,0.0124163613758777,0
58.25,70.75,-0.000988474198014436,0.00202330762547015,-0.0163830792526365,0.0144061308566077,0
58.5,70.75,-0.00133692755526428,0.00334943859922543,-0.0189179352727155,0.0162440801621869,0
58.75,70.75,-0.00164192547504175,0.00451001612415743,-0.0211692839669213,0.0178854330168378,0
59,70.75,-0.00190214005009885,0.00550005772884878,-0.0231140707267224,0.0193097906265247,0
59.25,70.75,-0.00211840302307421,0.00632279415358226,-0.0247511722989781,0.0205143662528297,0
59.5,70.75,-0.00229368270966437,0.00698958316978555,-0.0260955330375436,0.0215081676182149,0
59.75,70.75,-0.00243157527186623,0.00751414508285345,-0.0271705708338309,0.0223074202900984,0
60,70.75,-0.00253632146675677,0.00791263477827066,-0.0280059153907343,0.0229332724572208,0
60.25,70.75,-0.00258205956950719,0.00808752288411609,-0.0284138205856858,0.0232497014466714,0
60.5,70.75,-0.00260273371560979,0.00816710663730692,-0.0286400599526325,0.023434592521413,0
60.75,70.75,-0.00260285633261346,0.00816855933026941,-0.0287177150350994,0.0235120023698725,0
61,70.75,-0.00258696312410939,0.00810914270533924,-0.028680048095064,0.0235061218468453,0
61.25,70.75,-0.00251177469575976,0.00782349037944915,-0.028194472452782,0.0231709230612625,0
61.5,70.75,-0.0024279861682367,0.00750514468726614,-0.0276473657777638,0.0227913934412904,0
61.75,70.75,-0.00233836539827649,0.00716462952295245,-0.0270595774579617,0.0223828466614087,0
62,70.75,-0.00224568024261546,0.00681246878067049,-0.0264518670895854,0.0219605066043545,0
52,71,0.0045621424047665,-0.0220245773652739,-0.0223604067622798,0.0314846915718128,0
52.25,71,0.00460440633192322,-0.0222244553831431,-0.0225419106364482,0.0317507233002946,0
52.5,71,0.00464449756550265,-0.0224142160183644,-0.0227118935122672,0.0320008886432725,0
52.75,71,0.00468072599730821,-0.0225859767421859,-0.0228600845324869,0.0322215365271034,0
53,71,0.00471140151914322,-0.0227318550258554,-0.0229761650320418,0.0323989680703282,0
53.25,71,0.00470645292771551,-0.0227145343843052,-0.0227775323645638,0.0321904382199949,0
53.5,71,0.00469096026514478,-0.0226480337986775,-0.0225196457837837,0.0319015663140732,0
53.75,71,0.00466173635443217,-0.0225174905385979,-0.0221831268985235,0.0315065996073878,0
54,71,0.00461563065685556,-0.0223082119607189,-0.0217489391694893,0.0309802004832004,0
54.25,71,0.0044701868863491,-0.0216371882792504,-0.020727374985354,0.0296677487580522,0
54.5,71,0.00430213805185331,-0.0208607298858036,-0.0195751004723178,0.0281793765760244,0
54.75,71,0.00410858749609307,-0.0199653352937336,-0.0182753908593768,0.026492565851563,0
55,71,0.00388716212437926,-0.0189399431364071,-0.0168149449535006,0.0245892692022591,0
55.25,71,0.0036349692180081,-0.0177711773699795,-0.0151805550047972,0.0224504934408134,0
55.5,71,0.00335191026076712,-0.0164584663365421,-0.0133740413033237,0.020077861824858,0
55.75,71,0.00303863624339089,-0.0150048185191579,-0.0114104726731897,0.0174877451599715,0
56,71,0.00269815190396509,-0.0134242095631728,-0.00933115428486849,0.0147274580927987,0
56.25,71,0.00233525242019042,-0.011738979287111,-0.0072158457498166,0.0118863505901974,0
56.5,71,0.0019551830940847,-0.00997357260179541,-0.00522330794164623,0.00913367412981563,0
56.75,71,0.00156350461166968,-0.00815391012054547,-0.00373890663760014,0.00686591586093951,0
57,71,0.0011664498275148,-0.0063090345140179,-0.00358808141542228,0.00592098107045188,0
57.25,71,0.000771023432643592,-0.004471564909918,-0.00518870360604666,0.00673075047133384,0
57.5,71,0.000384117609840238,-0.0026735960182014,-0.00774691709013428,0.00851515230981476,0
57.75,71,1.21826514406015e-05,-0.000945163539050389,-0.0105931757863752,0.0106175410892564,0
58,71,-0.000338665255128796,0.000685262115815979,-0.0134399483921341,0.0127626178818765,0
58.25,71,-0.000662473502366816,0.00218998404191749,-0.0161478151431103,0.0148228681383767,0
58.5,71,-0.000953639413818188,0.00354293226588314,-0.0186304236793975,0.0167231448517611,0
58.75,71,-0.00120847796897144,0.00472699165690647,-0.020835483893378,0.0184185279554351,0
59,71,-0.00142588627318781,0.00573707383481939,-0.0227404626657849,0.0198886901194092,0
59.25,71,-0.0016065654694214,0.00657647014723898,-0.024344228227927,0.0211310972890842,0
59.5,71,-0.00175300160996701,0.00725676362730736,-0.025661304281295,0.0221553010613609,0
59.75,71,-0.00186820284278628,0.00779194956354107,-0.0267146088354477,0.0229782031498751,0
60,71,-0.00195571418760501,0.00819850840219748,-0.0275331768612088,0.0236217484859988,0
60.25,71,-0.00199400980438516,0.00837687383154783,-0.0279356514514768,0.0239476318427065,0
60.5,71,-0.00201136991968436,0.00845800163378478,-0.0281603753742654,0.0241376355348967,0
60.75,71,-0.0020115651015599,0.00845941237817294,-0.0282397513449167,0.0242166211417969,0
61,71,-0.00199838535489021,0.00839871688217047,-0.0282063556407711,0.0242095849309907,0
61.25,71,-0.00193560501282835,0.00810725209289018,-0.0277341238594949,0.0238629138338382,0
61.5,71,-0.00186564190956497,0.00778243016076183,-0.0272017621211101,0.0234704783019801,0
61.75,71,-0.00179080792037217,0.0074349885130297,-0.0266296533563554,0.0230480375156111,0
